	A_1_A	A_2_A	A_3_A	A_4_A	A_5_A	A_6_A	A4_1_A	A4_2_A	A4_3_A	A4_4_A	A4_5_A	A4_6_A	A6_1_A	A6_2_A	A6_3_A	A6_4_A	A6_5_A	A6_6_A	AM_1_A	AM_2_A	AM_3_A	AM_4_A	AM_5_A	AM_6_A	W_1_A	W_2_A	W_3_A	W_4_A	W_5_A	W_6_A
OTU_14662	0	1	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	1	2
OTU_6953	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_11509	0	0	1	0	0	0	2	1	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0
OTU_12068	1	3	3	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1
OTU_12414	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	6	0	0	0	0
OTU_3601	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	3	3
OTU_12370	0	0	3	0	0	5	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	1
OTU_13031	1	1	1	2	1	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1
OTU_13062	0	1	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	3
OTU_5326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	3
OTU_2224	1	1	0	0	0	0	2	1	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0
OTU_13560	0	0	0	0	0	0	1	2	0	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0
OTU_489	3	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
OTU_1398	1	1	0	0	0	0	1	2	1	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	1
OTU_7775	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	5	1	0	2	1
OTU_595	0	0	0	0	0	0	1	0	1	0	2	3	6	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
OTU_7323	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	5	0	1	0	2	0	0	0	0
OTU_5155	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	4	1
OTU_14862	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	4
OTU_12878	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0
OTU_8465	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	3	0
OTU_4109	0	0	0	0	1	0	3	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	2	3
OTU_3092	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	3	0	0	4	2	0	1	0	1
OTU_3736	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	1
OTU_9804	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	3	1
OTU_9912	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	5	3	1
OTU_14449	1	1	0	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
OTU_13079	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	5	3	2
OTU_14105	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	3	0	0	6
OTU_12347	2	0	1	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	2	1
OTU_12743	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	1	0	1	0	1
OTU_12659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	9	0
OTU_14688	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0
OTU_1345	0	5	0	0	0	0	1	1	2	1	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6387	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	2	0	5	0	0	0	0
OTU_8935	0	0	1	1	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	2	2
OTU_9917	0	0	0	0	0	1	0	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_623	0	0	0	0	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	4	0	3	0	0	1	0	0
OTU_5238	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1
OTU_14674	3	0	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0
OTU_9996	0	2	0	2	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	1	1
OTU_5175	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	2	3	0	0	4	0
OTU_2555	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	6	1	2	0	0
OTU_8395	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	1	0
OTU_985	3	1	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1
OTU_14601	0	0	0	0	0	0	5	1	6	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_304	2	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	2	1	0	3	0	0	0	0	1
OTU_8648	1	1	1	3	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	2
OTU_3756	1	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	5
OTU_15074	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	2	0
OTU_3031	0	3	0	0	0	1	2	1	2	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	1
OTU_14797	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	2	3	1	1	1	0	0	0	0	0	1	1
OTU_4908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	9	0
OTU_8651	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	2	4
OTU_10827	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	3	0	0	0
OTU_2326	0	1	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	3	2	1
OTU_13725	0	2	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	1
OTU_12840	1	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	1	1	0	0	0
OTU_1096	1	0	0	0	0	0	0	0	0	0	3	2	2	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0
OTU_1483	0	0	0	0	0	0	1	1	2	1	5	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0
OTU_9708	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	5	1	0	2	1
OTU_13441	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	4	5
OTU_3079	0	0	0	9	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
OTU_12267	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	2	2
OTU_4865	0	0	0	0	0	0	3	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	1	1
OTU_3640	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2	4
OTU_2923	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0	0	0	0
OTU_3039	0	3	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0
OTU_1840	2	1	0	0	0	1	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	1	1	1
OTU_10011	0	0	0	5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
OTU_8026	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	1	0
OTU_8912	0	0	1	0	0	1	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	1	1
OTU_5194	0	2	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	0	2
OTU_9972	0	0	0	0	1	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_391	2	0	0	0	0	0	2	0	1	0	1	0	1	0	1	0	0	0	0	1	2	1	0	0	0	1	0	2	1	0
OTU_7804	1	1	1	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	2	1	1
OTU_11862	0	1	0	0	1	0	3	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	2	1
OTU_5236	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	1	1
OTU_1139	1	0	0	0	0	0	1	1	0	0	1	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
OTU_15124	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	3
OTU_3294	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	4	0	1	0	0	0	0	0	0
OTU_9684	0	2	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	2	1
OTU_7833	0	0	0	0	0	0	1	1	0	1	1	2	0	0	1	0	0	1	0	1	1	0	0	2	0	0	1	0	0	1
OTU_9802	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	2	1	0	1	1	0	0	1	0	1	0	2	0	0
OTU_12783	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	2	1
OTU_10495	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	4
OTU_12235	0	1	3	2	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
OTU_924	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	4	0	2	3	0	0	0	0	0
OTU_13572	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	3	0	0	0	6
OTU_5640	0	0	0	2	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	2	1	0
OTU_11494	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	5	1	0	3	0
OTU_7965	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	6	0	0	1	1
OTU_640	2	1	0	0	0	0	1	0	0	0	3	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1
OTU_13848	0	0	1	0	0	1	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	3
OTU_8187	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	3
OTU_11971	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	4
OTU_15037	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	3	2	1
OTU_928	0	0	0	0	1	0	1	0	0	1	3	0	2	1	0	1	0	0	0	0	0	2	0	0	0	2	2	0	1	0
OTU_14854	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1	2	1
OTU_4792	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	4	2	1	2	2
OTU_4083	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	1	1	3
OTU_207	0	0	0	0	0	0	2	2	1	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
OTU_5900	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	3	0	0	0	6	0	0	0	0
OTU_2462	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	1	0	1	0	0	0	1
OTU_5769	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	1	0	0	1
OTU_1885	0	0	0	0	0	0	0	1	1	0	5	1	1	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	2	0
OTU_10349	0	0	0	1	0	0	1	0	1	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	2	0	1	0	1	1
OTU_10878	2	1	1	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0
OTU_6413	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	4	2	1	0	0
OTU_2455	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0
OTU_10615	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	2	0	1
OTU_5617	0	0	1	1	1	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2	0
OTU_9177	0	0	0	0	0	0	0	5	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
OTU_1625	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	2	0	4	0	3	1	0	0	0	0	0
OTU_7752	0	0	2	1	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	1
OTU_6129	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	1	1	0	3	0	0	0	0
OTU_9124	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	0	2	0	0	0	0	1	0	0
OTU_9827	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_12646	0	0	0	0	0	2	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	4	0
OTU_13613	1	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	2
OTU_5368	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	3
OTU_12972	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	7	0
OTU_13841	0	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	6
OTU_9820	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2	1	0	1	1	0	0	1	0	2	1
OTU_99	0	1	1	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2
OTU_12211	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	1	0	2	2
OTU_13762	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0
OTU_6154	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	1	1	2	1
OTU_5676	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	3	1	1	1
OTU_13844	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	7	0	0
OTU_9172	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	3	4	0
OTU_7026	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	0	3
OTU_5695	0	1	2	1	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2
OTU_9773	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0
OTU_10023	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	3	0	0	1	1	0	0	0	3
OTU_6777	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	1
OTU_7738	0	1	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	5	1
OTU_11373	0	2	0	0	3	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3
OTU_14258	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1
OTU_6011	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	9	1	0	0	0
OTU_9870	0	1	0	2	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	3	1
OTU_3226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
OTU_5014	0	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	1
OTU_14977	0	0	0	0	0	0	3	4	2	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13510	0	0	0	1	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	1	1	0	1
OTU_13287	0	0	0	0	1	0	2	1	1	1	1	2	2	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
OTU_5232	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1
OTU_12063	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	7	1	0
OTU_11381	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	5
OTU_10346	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	1	0	0
OTU_11296	0	0	2	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	3	0	0	0	0
OTU_4661	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	1	3
OTU_6073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
OTU_5657	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	1	1	2
OTU_244	0	0	0	0	0	0	2	1	2	0	3	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_13766	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	2	0	1	0	0	1	0	1	1	2
OTU_9196	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	1
OTU_9688	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	4	0	0	1	1
OTU_467	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	1	4	1	1	0	1	0	0	0	0
OTU_2961	0	0	0	0	0	0	0	0	0	0	0	1	7	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU_13481	0	0	0	0	0	0	0	2	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2
OTU_11419	0	0	0	0	0	0	2	2	2	3	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU_4076	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	1	2
OTU_2293	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	1	1	1
OTU_12624	0	0	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	2	1	1	0	0
OTU_1923	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	1	0	1
OTU_921	0	0	1	0	0	0	1	0	1	0	0	1	3	1	0	0	0	0	0	0	0	2	0	1	5	0	0	0	0	0
OTU_159	0	2	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	5	0
OTU_10236	2	1	0	0	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	2	1
OTU_1851	0	1	0	0	0	0	1	0	0	2	1	3	1	0	0	1	0	0	0	1	0	3	1	0	1	0	0	0	0	0
OTU_4812	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	1	3
OTU_7283	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1
OTU_1144	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	1	0	0	1	0	0	4	0	0	0	1	1
OTU_8628	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	7
OTU_13087	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	9
OTU_3233	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	4
OTU_9347	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	2	1
OTU_7993	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	2
OTU_12145	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	1	1	0	1	2	0	0	0	0	1	0	0	4	0
OTU_13115	0	0	0	1	2	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	1	1
OTU_5565	0	1	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	2	0	2	1
OTU_905	0	0	1	0	0	0	0	0	1	0	2	1	1	0	0	2	0	0	0	0	0	2	0	0	0	0	3	0	0	2
OTU_10655	0	1	0	1	10	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_13741	0	0	0	1	2	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1
OTU_997	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0	0
OTU_2289	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	3
OTU_3924	0	0	0	0	0	1	1	1	0	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0	2	1	1	0	2	1
OTU_329	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	3	2	3	0	0	0	0	0	0
OTU_702	0	0	0	0	0	0	6	1	2	1	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5757	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	5	0	0	2	2
OTU_1878	0	0	0	0	0	0	1	1	1	0	4	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1
OTU_5917	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	3	0	0	0	0	0	0
OTU_14806	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	8	0
OTU_9833	1	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	3	1
OTU_8489	1	0	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	2	2	0	0	0	0	0	0	1	1	1
OTU_14675	0	0	0	0	0	0	1	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	0	2
OTU_369	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	2	2
OTU_14172	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	8
OTU_9641	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	1	0	1	0	1
OTU_9999	0	1	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
OTU_6454	0	0	0	0	0	1	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	1	0
OTU_2151	0	3	0	0	0	0	1	1	1	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
OTU_11936	4	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	2	0	0	0	0	0	0	1	0	0
OTU_2119	3	0	3	0	0	0	1	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_473	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	2	2	2
OTU_2493	0	0	0	0	0	0	0	0	1	0	1	3	1	0	0	0	0	0	0	0	0	2	0	0	0	4	0	1	0	0
